postID,theDate,thread,prompt,post,userID
110694,1427322239,17,Week 9,"Kathleen,

The way Ive been looking at cold water being heavier collectively is I picture all the water pushing down in a given area and the cold water has more molecules pushing down in that area than warm water would...or like the scales of justice...you can fit more water molecules on one side vs warm molecules on the other so the scale moves
",9
110698,1427325130,17,Week 9,,9
110699,1427327816,14,Week 9,,9
110700,1427329437,13,Week 9,"Hi Paul,

 

I kind of like the crowd analogy.  water molecules with more energy (the person on the move) will find the open space more so than the person (water molecule) with less energy and as that particle randomly propagates to the area of lower concentration it bumps other crowd members (water molecules) and gives them the some energy (or tendency to want to go to open spaces due to their energy).

In your second paragraph I too struggle with the idea of the rate at which the system goes to equilibrium due to the diffusion of thermal energy.  Not that I have a firm grasp on it...but I just consider that is exactly what kills a convection current which is why a convection current needs a source that causes the thermal equilibrium to be off...in the case of chefs everywhere...a gas burner.  So I think you are explaining some of the mechanism for sure because the system does continually try to go to equilibrium.  You are also directly addressing the first topic to be discussed that was suggested by the instructors.

The second comment they make goes against what you were talking about.  That the warm water corrals the cold...you said it...there is no membrane keeping the cold and warm apart and there is certainly interaction...just look how quickly a pot of water stops its rolling boil after you turn the heat off.

Per our instruction, I am going to address the third topic.  The gravity between the particles.  Id like to see the gravity between the particles calculated with such small masses (lowering the strength) and such close distances (increasing the strength)...but Id have to guess it is negligible when compared to the forces between the particles causes by thermal energy differences.

 
",9
110701,1427329894,17,Week 9,"some further thoughts addressing the three topics posted.

I was picturing the corralling of the cold water but not due to the motion of the cold particles vs. that of the warmer particles.  The cold and warm particles are definitely interacting all over and there is no one barrier that acts as a sort of line of demarcation.  I was thinking at first that there was an area where there was the greatest change between cold and warm kind of marking a fuzzy barrier but not Im not so sure.  What ever exchanges there are between the molecules it causes the behavior due to temperature differences are governed by the same laws (phenomena) between any two particles and that is what is causing the convection...that and a continual heat source.

Im not sure about the particle gravity idea....I cant see the masses being enough despite their close proximity.

 
",9
110776,1427388076,21,Week 9,"Jen, thank you for such a detailed response.  I have some questions regarding pressure and gravity.  You state that the more space between the molecules the more pressure. What do you mean by this?  What is this pressure?  Wouldnt you have more pressure when the molecules are closer together? Or are you referring to another mode of pressure other than the pressure of the molecules piling up? 

I am also intrigued by your perspective about gravity and its role in the convection current.  What do you mean when you say enough heat to over power the gravitational force?
",5
110779,1427390122,18,Week 9,,5
110794,1427413094,1,Week 11,"I am torn between two options -  first I am thinking in a cooler with water at 0 degrees C water.   Water this cold would surround the cans and cool them the fastest as it is the coldest of the choices that could completely surround the cans.  The ice is colder, but would leave gaps as it is a solid.  I know that water freezes at 0 degrees C, but in this case, it was stated that the water is 0 degrees C so I must be missing how it can stay at zero without freezing.  Also, once the cans of soda are added, the temp of the water would go up as the warmth from the cans would warm the water as it exchanges the energy from the cans of soda.   My only question here would be how could water at 0 degrees C not be frozen.  My second choice (not sure if I should give one, but I was really torn) would be in the cooler with ice and room temp water as the warm cans of soda would melt some of the ice then the water would surround the cans and as I stated above, by surrounding the cans, would cool the soda as they would be surrounded by the cold completely.  My question here would be - would the ice melt so fast with room temp water that it wouldn&rsquo;t be cold enough to cool the water to a point where one would want it to be quickly enough before equilibrium was reached between the soda and water.  
I think, in both cases, the container is smaller than a refrigerator, so the soda would cool faster with the coldness locked into the smaller place that&rsquo;s why I didn&rsquo;t choose a fridge.  And I think the ice alone wouldn&rsquo;t surround the cans completely, so it would take longer than with water being involved.
",1
110796,1427415196,2,Week 11,"I have actually put them in ice with water. I thought that the more direct contact with cold, the better. Ice alone, I thought, would only touch the cans in spots due to the ice shape. By adding water, the water would be cold with the ice and touch the entire can. This way the energy from the cans would go from all surfaces of the can, not just where the ice touched. 
",2
110846,1427473121,3,Week 11,"I started thinking cold water but now I am thinking ice.  

Reason:  Ice can get significantly colder than 0 degrees.   So my logic is that with extremely cold ice surrounding the can, there can be a much greater difference in the amount of thermal energy between the ice cubes and the aluminum can.  Just my initial thought. More later
",7
110865,1427545178,4,Week 11,"I say put them in a cooler with ice would be the best answer as they would be surrounded by lots of ice that will allow the heat energy from the warm soda cans to move to the ice.  I would have preferred to choose Put them in a cooler with water at 0 degree C, but at 0 degrees, it wouldnt be water - it would be frozen ice and you wouldnt be able to put the soda into it only on it.  With ice cubes, youd be able to have more surface area of each soda bottle in contact with ice when using the ice cubes.  This will allow for more points of heat transfer from the warm soda cans to the ice cubes.  If we had an option where we put them in a cooler with water at 1-3 degrees C, that would be my first choice as each can would be surrounded by almost frozen water would allow for even more surface area of the warm soda cans to be in contact with the cool water than with the ice cubes. 
",6
110866,1427545385,1,Week 11,"I had the same delima with the water at 0 degrees Celcius.  How is is water at this temp.  You also noted that you were picturing the ice in the cooler as a solid block where I immediately went for ice cubes.  I think your interpretation of the phrasing was more accurate and therefore is making me rethink my answer.
",6
110867,1427545649,2,Week 11,"I had the same thought about how much surface area of the can was being touched by a cooler substance.  I didnt choose this one because I thought that the water, which is warmer than the ice, would be sharing its heat energy with the ice as well as the soda cans.  So I went with the option of just plain ice.  However, our challenge is to cool them as quickly as possilbe, not to make them as cold as possible, so your choice is making me rethink that this could be a good stratagy. 
",6
110868,1427545793,3,Week 11,"I hadnt even thought about the fact that ice can get way colder than 0 degrees celcius.  Thats making me want to use the ice and water together now.
",6
110869,1427546000,4,Week 11,"OK, after reading Donna, Deanna, and Pauls response, Ive already changed my mind.  I pick the ice and water in the cooler together.  Paul noted that ice can get way cooler than 0 degrees celcius, so the ice would take on heat energy from the water and the warm soda cans.  Once the water and soon melted ice water are cool they will take on heat energy from the soda cans and as Donna and Deanna were noting the cold water would provide the most surface area contact points for the heat energy to move from the soda cans to the water and ice.
",6
110881,1427663721,2,Week 11,"This is what I was thinking too, Deanna.  The more cold touching as much of the can as possible, the better.
",1
110882,1427663871,4,Week 11,"I need clarification on the ice.  I need to know if its regular old ice cubes from a store that you throw in there or one large block of ice.  I think no matter, the water has to help.  I always find the water is super duper cold when I stick my hand in it to retrieve cans.
",1
110883,1427664145,4,Week 11,"And Jen, you read that as 0 degrees water not being able to be water, I wasnt sure on that as it stated 0 degrees C water - if thats the case, then what I wrote wont work - Id still do regular water though with ice.
",1
110993,1427744520,5,Week 11,"by Karen and Katie

First when thinking about this questions we felt that having the water in the tub would be beneficial as opposed to just air.  This is because the water would surround the can and with more surface of the can in contact with the water it would cool faster than simply ice cubes because there would be pockets of air (the air temp would be warmer) between the ice cubes.  When deciding between the 0 degree water and the ice with room temperature water we started considering what would happen in each scenario.  Our first inclination was that the 0 degree tub would cool the cans faster because even if you add ice to room temperature water it would not be colder than 0 degrees, it would be warmer.  However, after thinking about our previous experiment with convection currents we have revised our thinking.  We think that the tub with room temperature water and ice cubes would cool the soda the fastest.  We know that soda cans sink in water, they would be sitting at the bottom of the tub.  When we added the ice to the room temperature water they would float and cool the water around them at the surface of the water.  As this water cools (and the ice cubes start to melt the cool water would be pulled towards the bottom of the tub (where the cans are located) and cool them down.  As this cold water off cools the soda, the ice melt off would be warmed because it is in contact with the warm cans and then it would rise (because warm water molecules rise) and then the newly created cold molecules (from the ice melt) would replace them.  This would be a continual cycle until the soda cans cool down to the same temperature as the water around them.  
",8
110998,1427749500,6,Week 11,"Based on my past experience trying to cool warm ahem&hellip;sodas&hellip; quickly, I say put the cans in a cooler filled with ice and pour COLD tap water over the ice! Since thats not an option, Ill say simply fill the cooler with 0C degree water. At this temperature, water is at the brink of its freezing point, and since it is in a liquid form, the cold water molecules will make contact with more of the cans surface area than ice cubes will (too many gaps of air between each ice cube). 

A cooler of ice with room temperature water poured over it may keep the cans cooler for a longer period of time as the temperature of the ice is below 0C degrees, but the ice will likely have to absorb a considerable amount of thermal energy from the surrounding water, as well as from the cans, which I think will take a longer duration of time than simply putting the cans in 0C degree water. 
",4
110999,1427749746,6,Week 11,"Clarification, the 0C degree water is at its freezing/melting point. I am taking the liberty of interpreting 0C degree water to mean that it is still in a liquid form.
",4
111002,1427753748,4,Week 11,"I like the idea of the cans having the most surface area exposed to the colder water or ice.  The refrigerator provides constant cooling and surrounds each can with cold air, but the water will draw the heat away from the cans much more quickly.  As far as the ice or the water is concerned I think we would need a little more information.  For instance...is the ice densely packed so less than half the cooler is empty space to be filled with room temperature water?  If so, then I say bury it in ice and poor the room temperature water over it.  If the ice is 0 degrees F and the water is 70 degrees F then the two would definitely average out below the freezing point of water with the energy needed to melt the ice keeping it well below the half way point of 35 degrees F (meaning its how we get our ice water bath... lots of contact between the can and densely packed colder water molecules offering the most heat transfer out of the can...more colder particles sucking heat from warm soda cans)
",9
111013,1427767561,6,Week 11,"Ok... Here is my take on the zero question:   It is like being indoors or outdoors.  If youre going out then the door is on the way out but if your already out, then the door is the way in.   If you just standing in the door, everyone starts yelling at you to do something.  At that point, your next step is either in or out but youre no longer in the door.  

The door is my metaphorical zero.

Yes, I have a soda open right now.

 
",7
111014,1427767735,4,Week 11,"One other thing we have not touched on that I am not well versed in is called latent heat or something like that...  or is it call specific heat?   I cant remember but I do know that liquid water has a ridiculous ability to absorb heat with a minimal change in temperature.   I dont know if ice has the same capacity- I think not, now that I read what everyone is saying.

 
",7
111028,1427804543,3,Week 11,"I was also thinking again about this. Maybe the air with the ice touching the can is enough to cool it faster? Maybe water isnt at all necessary.
",2
111033,1427804897,5,Week 11,"About the density, sink and float thing, I usually show my students that regular soda will sink to the bottom of water while sugar free soda floats to the top. As a matter of fact, this is an MCAS question. Believe it or not. lol Anyway this happens because the sugar free soda is less dense. Anyway, the ice touching the can and the air around the ice is very cold and I think might be enough to cool off the soda cans quickly. But then again, I would have to test this. I originally thought that the water with the ice is a great idea to have more surface area contact to cool off the soda. I usually do this in the summer. It seems to work well. Now Im not sure anymore. I need to think more about this.
",2
111035,1427804977,4,Week 11,"It seems that we all mostly agree on the surface area idea. It seems plausible. Right?
",2
111324,1427899186,7,Week 11,"I would put the cans in just ice. This I believe would keep the cans temperature cold longer, because as the transfer of energy which would occur would take longer than from cold water or ice with tap water. Since water is in solid form the amount of time that it would take for the water molecules to move apart from each other would take longer.Since water molecules in solid form stick close together the transfer process would be slow, but the duration would be longer.
",10
111325,1427899249,3,Week 11,"I kind of thought the same thing. We take for granted that ice is exactly at 0 degrees Celsius, when it fact it can be much less than that.
",10
111326,1427899338,4,Week 11,"That is true increased surface area would allow more points of transfer. I really did not think of that idea.Sometimes we rely on what we just do in a situation like this and dont think about the science behind it.
",10
111415,1427923456,8,Week 11,"Ill take door #3,  the  cooler with ice. This would have the greatest difference in temperature.  I believe this because heat will transfer from the soda to the ice, and the ice is already in the cooler so the water is also cold.  This allows for the cans of soda to be completely covered by the ice.  
",5
111416,1427923812,4,Week 11,"I want to add my vote for surface area and the points of contact. Whenever we are at a barbecue, we always pull the sodas from the bottom of the cooler.  I maybe only speaking for my family, but we always assume those cans are the coldest. I am intrigued by the comments regarding specific heat, and the ability for water to absorb heat quickly.  I never thought about it.
",5
111514,1427938273,7,Week 11,"If the molecules in solid form stick close together, wouldnt the transfer be the slowest with ice if the transfer is slower?
",1
111549,1427970564,4,Week 11,"The latent heat idea (or specific heat) was a piece of the puzzle I didnt fully consider.  Waters is really high.  Our variable to consider exactly is Which has a higher specific heat, water or ice? or are they the same?  that would require a little experimenting!
",9
111550,1427971201,4,Week 11,"OK, so in reading through these posts, I am wondering why the water would draw the warmth of the sodas faster that the air.  The barrier is the can, so how does the soda know that it can cool more quickly with ice water surrounding it vs. air.  Is there something going on here with convection currents again?  If so, where would they move faster, air or water?
",1
111769,1428147696,3,Week 11,"Maybe the air can get colder than 0C?
",2
111669,1428014066,1,Week 12,"#1 and #2 in attached doc
",1
111766,1428080582,2,Week 12,,10
111770,1428149694,3,Week 12,"Week 12

 
",2
111772,1428167939,4,Week 12,"Soda experiment
",1
111779,1428281425,5,Week 12,,4
111945,1428350387,6,Week 12,,8
111951,1428358177,7,Week 12,,6
111959,1428363768,8,Week 12,,7
112410,1428529598,6,Week 12,"I agree with your explanation. This is exactly what we are all thinking currently. The closer the particles the easier the transfer of heat. That means that water cooled by ice can be better for the transfer of heat by the soda than the cooled air. I think this, the ice with water, will move heat or energy faster than just ice and air.
",2
112411,1428530087,8,Week 12,"First, I am glad the Sam beer didnt go to waist. Its my favorite, not that I drink much beer, but if you are going to have beer, have Sam. Anyway, I was thinking about this. Your experiment was great and all, but I have a thought. Is the difference in coldness, fridge, vs. ice, an accurate experiment? I was thinking that the fridge is just cold air/gas and the ice is a cold solid. And the temperature of the air in the fridge, is this 32 degrees F, or is it colder? I think this does prove that direct contact by the ice vs. cold air in the fridge is better to transfer heat. So I was thinking, cold ice/solid is better than cold water/liquid, and cold liquid is better than cold air/gas. So does this prove that the closer the particles, the better the heat transfer? I think it does.
",2
112416,1428533893,1,Week 12,"I wasnt thinking about inside the can, I was only thinking about outside the can. Good point. Now that I am thinking about inside the can, I totally agree with you about particle movement. The particles inside the can are bouncing around and hitting the side of the can and thats where the particles become available to transfer their energy to the outside. So the same amount of particles that hit the outer can will transfer their energy outside. The particles that are in the middle have to fight to get to the outside to transfer their energy. But at the same time they are transferring their energy to the particles that are now lower in temp.. On going bumping and transferring of energy. So if the surface of the can on the outside is totally in contact with the cold, water and ice, then it makes sense that more energy can be transferred out.

I also was told not to put hot dishes in the fridge because it makes the fridge work overtime to reduce the inside temperature. The hot dishes transfer their energy to the inside of the fridge, making everything else warm. Then the fridge has to work hard to cool down the inside of the fridge. I dont put things in the fridge until they cool down first. Good point.
",2
112419,1428536278,9,Week 12,,9
112421,1428536552,10,Week 12,,5
112828,1428725054,1,Week 12,"Hi Donna, some comments for you.
",11
112829,1428725077,4,Week 12,"Some comments for you...
",11
112830,1428725095,2,Week 12,"Some comments for you...
",11
112831,1428725108,5,Week 12,"Some comments for you...
",11
112832,1428725123,3,Week 12,"Some comments for you...
",11
112833,1428725155,7,Week 12,"Some comments for you...
",11
112834,1428725178,9,Week 12,"Some comments for you...
",11
112835,1428725294,8,Week 12,"Some comments for you...
",11
112836,1428725308,10,Week 12,"Some comments for you...
",11
112837,1428725326,6,Week 12,"Some comments for you...
",11
112838,1428725365,9,Week 12,"Sorry---those were Pauls!  :)

Here are yours...

 
",11
112840,1428797496,8,Week 12,"Deanna, 

Yes, I think it gives great support to the idea that closer, denser particles will absorb more thermal energy.  But just to correct your understanding of what I did, the Sams were placed in the freezer, which is significantly colder than an ice cube that is left in an open container  (freezer around 10F and ice cube exposed to ambient temps for more than a few minutes would be at 30-32F.
",7
112841,1428798371,8,Week 12,"To Vesal &amp;amp; Lama,    When I discussed convection currents in the freezer and then out doors on a windy night I was referring to an induced, mechanical convection where the gas particle are being force past the surface of the bottle, either by a fan or by natural wind. Regarding the solid ice response to temperature: What I am not communicating clearly, is that it seems to me, ice is much more responsive to temperature change.  In other words it takes ice cannot absorb very much thermal energy before it starts to show a change in temperature as opposed to liquid water which will absorb tremendous amounts of energy before responding with a temperature change.
",7
112842,1428800346,10,Week 12,"Tonya,   I like what you said about the particles not &ldquo;sucking&rdquo; heat.  I see it more along the lines of the bumper cars that transfer kinetic energy from faster to slower cars in a collision.  The slow bumper car did not seek out the faster collision.  On your comment about temperature differential I am wondering how much more limited gas is in transferring that energy compared to a convecting liquid.  Here is a question that models this dilemma:  How would it compare if you step out of doors on a 0F morning, with low humidity and no wind compared to stepping into a pool of water at 35F?   The water would be much more uncomfortable.   In other words, the convection of the gas molecules against one&rsquo;s skin would have a much less effect compared to the instant cooling of the water.    Of course, as you mentioned, a closed freezer with a moving air source would be a different story.
",7
112843,1428803207,6,Week 12,"K&amp;amp;K,     I am completely on board with your thoughts on &ldquo;sucking&rdquo;-  I think it is also a push or a transfer of energy to an area of lesser energy (movement).  And the more densely positioned particles in a liquid will affect that transfer even faster because they are colliding faster.

Your diagram is clarifying for all of our discussions around a liquid.  I noticed that you did not include gases in this model.   How do you think it would differ?   While the gases certainly would form convection currents, I am wondering how organized that convection could become and if it would have any additional cooling power by bringing colder gases down.  Of course then there is the buoyancy of ice that we have to consider.  This buoyancy, which does not exist in a gaseous situation.  In a gas, the natural flow of convection would be driven by the warmer gas rising and not by the more dense gas particles sinking (unless there were colder plates or fins that were positioned above the sample in the spot where the ice cubes are floating).

I think we have to determine to separate the liquid discussion from the gas discussions.  It seems that most of us agree, for now that liquid/ice  is the more effective path.   
",7
112844,1428835376,3,Week 12,,2
112845,1428836004,8,Week 12,"PS re-reading my posts I have decided that I need to start writing them on another document and proofing them better before I post.  My apologies for the often disjointed words and missing letters.  signed= Quality Control Department.
",7
112846,1428837258,5,Week 12,"Chris,

I enjoyed reading your paper but I disagree with some ideas. First, I dont agree with equal absorption of heat by water and air. If there is more space between air particles than water particles, then doesnt it make sense that air can hold more heat/energy than water? You mentioned that there is more space between air particles than water particles and that this distance determines the speed of heat transfer. I agree with this and I think we all do. So doesnt it make sense that this same space can fill up with more energy?

I took another class years go, it was a weather class, and in this class we super cooled water to below freezing point. It was still liquid, until we added ice to heat it up then it solidified. It was totally cool. Anyway, we did this experiment to show that water can be cooled to below freezing and still be liquid. This happens all the time with weather in the clouds. The water is super cooled and remains liquid. Anyway, why cant this apply to ice? What I mean is, you said that ice can be colder than freezing and what I am proposing, is the same for liquid water.

One more idea is on the sucking idea. I think we all agree that ice doesnt suck heat/energy, but the energy is passed from one substance from higher energy particles to lower energy particles. Agree:)
",2
112847,1428864361,7,Week 12,,6
112848,1428865081,8,Week 12,"Paul,

 

I am also intrigued by your ice experiment with the frozen probe.  I had agreed, with out empirical evidence, that the ice could get colder than 32 degrees.  Now, youve shown it can get much colder.  What is interesting is that the warmer the ice was, the more quickly it seemed to take on heat.  The colder the ice cube was, the slower it took on the heat.  I wonder was the heat transfer working at the same rate both times, but it took more heat energy to move the molecules closer to the enclosed probe in 9F example?  Or does heat transfer happen more quickly or slowly depending on the differing temperatures between the substances?  My gut instinct wants to say that the rate of heat transfer depends on the delta between the two substance.  However, my logical side wants to say that it happens at a constant rate.  Im not sure to be honest.
",6
112850,1428866045,9,Week 12,"Greg,

 

I sounds like youre saying heat transfer happens more quickly if there is a greater delta in temperature between the substances.  Do you think heat travels more quickly between two objects with a wide range in their temperature?  OR  Do you think that the cooler substance has more room to take on more heat that a substance closer in temperature to the soda can so it can cool it down more?  I was unsure which you meant from your explanation after the soda experiment. 

 

I think you also explained how water can be 0 degrees C and still be water and not ice.  Did I understand that right?
",6
112851,1428881189,8,Week 12,,1
112856,1428884812,5,Week 12,"Hi Deanna,

Thank you very much for your feedback. Very cool experiment you did in your weather class! Ive been thinking about it and cant really seem to wrap my head around it still... Water is super-cooled &lt;em&gt;below&lt;/em&gt; its freezing point and remains a liquid until ice is added to warm it up? How does the water not freeze and turn to a solid when it is super-cooled? Very fascinating, I would love to learn more about this.
",4
112857,1428886336,3,Week 12,"Deanna,

I was captivated by your paper right away after reading your perspective of how heat moves in that the heat is &lt;em&gt;transferred&lt;/em&gt; from the soda to the water/air rather than the water/air &lt;em&gt;absorbing&lt;/em&gt; heat from the soda. Im not entirely sure why Ive always believed that cold particles essentially absorb heat, but for some reason I always have, despite the fact that we typically refer to it as &ldquo;heat transfer,&rdquo; and not &ldquo;heat absorption!&rdquo;

I also found your ideas about specific heat fascinating. It makes sense to me that large bodies of water do not freeze entirely due to how much energy water can absorb, and that air seems to have a much greater capacity to absorb heat. This, combined with the feedback you left for my paper, leave me questioning my idea that water and air transfer energy equally, just at different rates.
",4
112858,1428886903,7,Week 12,"Jenn,

I just read and responded to Deannas paper, and I think I am officially abandoning my prior understanding of heat transfer as being an absorption of heat by a colder object/substance! I think you do a good job providing rationale for that when you describe heat as the product of a whole lot of particles pushing/bumping together as we determined in our prior investigation.

Very good point about the additional particles that will exist in ice when compared to water, and that those additional particles may provide more opportunity for other warmer particles to bump into them and transfer heat. I agree that there are &lt;em&gt;many&lt;/em&gt; variables in terms of some soda cans being more in contact with air/water/ice than others, but in general, it seems to make sense that ice will cool the sodas faster. 
",4
112881,1428933832,9,Week 12,"Greg-

I think I understand you to say that the density of molecules is the driving force behind heat transfer. Which makes sense, the closer the molecules are to each other the faster the transfer of energy occurs, due to contact. the contact between molecules in a liquid and gaseous state are due to incidental contact.You stated that molecules that move too fast can not lock together, which seems to make sense as well. The structure of water in crystalline pattern provides stability and more efficient transfer of energy from particle to particle. The experiment with the ice and ice water bath proved that the ice alone transfers the energy at a faster rate than the ice water bath. This is due to the close proximity of the water molecules. 
",10
112894,1428936149,7,Week 12,"Jenn-

I share some of your same thoughts. The more particles, the more contact hey have with each other as mentioned in a solid. The transfer of energy occurs at a faster rate because of their close proximity to each other. There is more opportunity for bumping to occur for that same reason. As the particles transfer, the closeness allows the passing of energy to happen. 

It is true that the air at room temperature and the ice can create movement at different rates depending on the which part of the surface of the can is being exposed by a particular temperature. Some cans could be completely submerged in ice, where others could be partially submerged and another part exposed to room temperature air. If there are multiple cans than you could also think about the possibility of one can touching another as a factor as well. Many of these scenarios would influence how particles move.
",10
112899,1428941115,2,Week 12,,10
112914,1428956056,6,Week 12,,8
112917,1428959633,1,Week 12,,1
112921,1428961401,9,Week 12,,1
112922,1428961860,1,Week 12,,1
112929,1428971518,1,Week 12,"Donna,

I appreciate the example you provided of how the hot foods would warm up the air in the fridge, this makes sense to me.  I also liked the scenario of the air cooling more than the water at night time.  But why do you think that this is true.  Why do you think that the air cools faster (in the beach scenario) but also warms faster (in the food in the refrigerator scenario).  Why is it that water may take longer to warm/cool but holds on to this heat/coldness better?
",8
112932,1428973514,9,Week 12,"Greg,

It makes sense that more molecules will equal quicker heat transfer&hellip;more contact will allow more transfer.

I appreciate how you compared the advantages/disadvantages that water has vs ice in drawing away warmth.  I agree that water has the advantage in its ability to have convection currents and its density.  I also understand that ice has the advantage in its ability to get to colder temperatures.  But, I wonder what makes you say that ice untimatly has the advantage&hellip;how can you compare these advantages to disadvantages to make that determination.  I am not sure that your experiment shows this??
",8
113034,1429036445,5,Week 12,"Responses to comments from Lama and Vesal.
",4
113041,1429049921,9,Week 12,"Kathleen,

I agree that the little experiment I ran did not show that ice has the advantage over ice water.  I was just hypothesizing that if we could get ice really really cold...like deep space cold...then ice would have the advantage in spite of not having convection to aid it...too bad we are stuck doing kitchen sink science on just this one idea...weve been able to test most ideas we have all had (unless liquid nitrogen could be used?...not that Im online ordering any...Ill stick with the kitchen sink stuff!)
",9
113042,1429050597,9,Week 12,"Donna,

I am so sorry about the confusion.  The second bath was the ice water as it got room temp water poured into it.  I really dropped the ball by not mentioning in my two pieces of data collected that they were temps taken from inside the can right after they were pulled out after 5 minutes.  All the ice started at 9 degrees.  And yes! I definitely should have taken the temp of the ice water bath (I assume it was 32 degrees...but that is just an assumption.

As for the last comment.  Yes, I think water and ice can coexist indefinitely in closed system with minimum if not no heat transfer at all.  I think if there is just the right amount of molecular energy and pressure you could have liquid and solid water just teetering on the brink of the freezing point...but I am also now assuming that there is something about the polarity of water that would play a role in water being a solid or a liquid that I am not thinking of.
",9
113043,1429051557,9,Week 12,"Jen,

Thanks for the feedback, I think a molecule with a lot less heat/molecular energy than a neighboring molecule has the ability to take away more energy from that neighboring molecule causing a quicker transfer of energy over time.
",9
113044,1429051966,9,Week 12,"Becky,

Thanks for the feedback (and thanks to the others as well!).  Your comments got me thinking about heat transfer through solids other than ice.  We know metals are good conductors when they are solid but other solids are not good conductors when solid (ceramics I think)...so...what is it about the different solids that allows for the greater conductivity of heat?...Im thinking its the type of bonds they have.  Metals share electrons and These can speedily transfer energy as the electrons move and not the nuclei....other solids are poor conductors (Im guessing because the molecules dont have anything moving...whereas liquids do...hmmmm.)  Are these other materials better at transferring heat then their solid states because of convection?
",9
113045,1429053083,1,Week 12,"Hi Kathy,

I think the air cools more than the water due to the density of the air vs. the density of the water.  I think pressure has something to do with it - high pressure vs. low pressure - depending on what example is being described.  At night, the pressure over water is not as great as warm air above the water rises (warmed by the ocean water), pressure on land is greater due to the cooler air sinking - so again it kind of goes back to a convection current of sorts, I think.  
",1
113078,1429106463,2,Week 12,"Becky, it seems we agree with the concept of proximity, but I would like to hear more about the water pulling the warmth from the soda.  What do you mean by this? I thought the questions referred to the relationship of water and air.  Meaning does water draw more warmth from the soda or does air draw more warmth.

You state water draws more warmth than air because of proximity.  We agree on this:)  The closer the contact the greater the ability to share energy.  What do you mean when you say ice determines how much  of a draw occurs?  

 
",5
113079,1429106807,6,Week 12,"

 
",5
113082,1429107386,6,Week 12,"I apologize. I had to refesh so the earlier comment is blank. 

Katy and Karen- we are in agreement about sucking not capturing how the energy is transferred. It is more of a pushing and colliding of particles.  I picture them bumping around and sharing energy. We also agree about the surface area and how proximity/contact plays a role in the transfer.  

I agree that a freezer will cool something faster than the refrigerator.  I say it is because of the drastic difference in temperature.  It seems you two are saying the same.  Why is my question?  I know this based on personal experience, but now I wan to know the mechanism behind it.  

 
",5
113106,1429110801,10,Week 12,"

 
",5
113152,1429146762,5,Week 12,"Respqonse to Chris

Karen S.

Hi Chris,

Its always interesting to read what youve wrote. I find myself questioning the topic more and thinking about different scenarios. In regards to your response to the behavior of air, water, and ice with respect to heat transfer I am not totally convince with your explanation. I dont think that the water and air that are cooled to the same temperature will draw an equal amount of warmth from the soda. I agree that the water molecules in a liquid state are closer together and therefore will draw more warmth away from the can as opposed to the air molecules that are more spread out. I like how you said the air molecules will bounce off of the can, this makes sense because now less air molecules are drawing warmth away from the can. I also agree with the constant contact of the liquid molecules surrounding the can, this was one of the scenarios that Katie and I used to answer one of the questions.

I also found it beneficial when you brought this back to our ice cube experiments with the ice from the ice cube tray verses crushed ice.
",12
113153,1429147666,2,Week 12,"Becky,

I certainly agree with your thoughts on how the amount of contact facilitates a greater amount of heat transfer. One thing I found very interesting was how you described what could be happening inside the can. I think what you are describing  is its almost as if there is a chain reaction or like bumper cars that is taking place with the particles in the can bumping into the particles of the actual can and then continue to air particles.
",12
113154,1429147682,9,Week 12,,9
113155,1429148663,3,Week 12,"Hi Deanna,

Your ideas about specific heat made me think of a few things.  A hot summer day was the first thing...sounds nice right?  Anyways, on a hot summer day the air gets really warm, warmer than even a kiddie pool would get.  this makes me think water takes longer to heat up than air (because of a high specific heat).  I also thought of double pained windows.  Windows have air in them because air is a good insulator...is air a good insulator because it transfers heat slowly because there are fewer molecules to transfer heat in a gas rather than just a solid window, or is it something else?

As far as supercooled waters ability to suck heat faster I agree, this is crying out for an experiment.

I agree that the closer particles will do more transferring of heat.  I also agree with your reasoning on waters powerful ability to change Earths surface...wind alone doesnt come close to what water does.  there is just simply way more matter in an a volume of water than that of air...more molecules to do more!
",9
113157,1429149506,10,Week 12,"Tonya,

thanks for the read!  You are right, in general, we need to stop thinking of cold sucking heat...after all...there is no such thing as cold...its just the absence of heat!  I also liked your hiker evidence you mentioned.  The skin transfers heat  quicker to more skin rather than to air...I also think this is so both people are back into one coat so they are sharing one insulating layer wrapped around two heat sources.
",9
113307,1429356587,1,Week 14,,1
113308,1429358587,2,Week 14,"This made me change my mind about how I am going to cool soda, and beer, next picnic.
",2
113311,1429460623,2,Week 14,"In thinking of what you are saying, this makes sense - I like your ideas of terminal speed and maximum temperature - wondering about these now.  It interesting concepts!  I also am thinking about particle movement on the outside of the can vs. the inside - it would make sense that air would cool it - however, as the air is cooled by the ice, wouldnt that make a difference with particle motion?
",1
113320,1429542279,3,Week 14,,6
113326,1429574567,4,Week 14,"Bottom line- ice and water in combo is the best method.  
",7
113329,1429617814,5,Week 14,,10
113948,1429647205,6,Week 14,,4
113949,1429647249,4,Week 14,"Agreed! Ive changed my mind after thinking about all of this and reading various responses over the past few weeks.
",4
114431,1429735695,6,Week 14,"The imagery of you testing this is disturbing.  However, you have given me another way to look at the ice v water thing.    I predict that I can keep a hand in a bucket of ice longer and more comfortably than I can in a bucket of ice and water.   
",7
114443,1429740218,7,Week 14,,8
114444,1429740367,7,Week 14,"Second try
",8
